"Банды Нью йорка",2002,"Парадиз"," http://www.tvzavr.ru/Bandy-Nyu-Iorka ","http://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B4%D1%8B_%D0%9D%D1%8C%D1%8E-%D0%99%D0%BE%D1%80%D0%BA%D0%B0"
"Братья",2009,"Парадиз"," http://www.tvzavr.ru/Bratya1 ","http://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D1%82%D1%8C%D1%8F_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2009,_%D0%A1%D0%A8%D0%90%29"
"Будь что будет ",2009,"Парадиз"," http://www.tvzavr.ru/Bud-chto-budet ","http://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B4%D1%8C_%D1%87%D1%82%D0%BE_%D0%B1%D1%83%D0%B4%D0%B5%D1%82"
"Вдали от рая",2002,"Парадиз"," http://www.tvzavr.ru/Vdali-ot-raya ","http://ru.wikipedia.org/wiki/%D0%92%D0%B4%D0%B0%D0%BB%D0%B8_%D0%BE%D1%82_%D1%80%D0%B0%D1%8F"
"Венецианский купец",2004,"Парадиз"," http://www.tvzavr.ru/Venetsianskii-kupets ","http://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D0%B5%D1%86%D0%B8%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%83%D0%BF%D0%B5%D1%86_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Ветер, что колышет вереск",2006,"Парадиз"," http://www.tvzavr.ru/Veter-kotoryi-kachaet-veresk ","http://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%82%D0%B5%D1%80,_%D1%87%D1%82%D0%BE_%D0%BA%D0%BE%D0%BB%D1%8B%D1%88%D0%B5%D1%82_%D0%B2%D0%B5%D1%80%D0%B5%D1%81%D0%BA"
"Все ради неё ",2008,"Парадиз"," http://www.tvzavr.ru/Vse-radi-nee ","http://ru.wikipedia.org/wiki/%D0%94%D0%BB%D1%8F_%D0%BD%D0%B5%D1%91"
"Выходи за меня",2000,"Парадиз"," http://www.tvzavr.ru/Vykhodi-za-menya ","нет"
"Где-то",2009,"Парадиз"," http://www.tvzavr.ru/Gde-to ","http://ru.wikipedia.org/wiki/%D0%93%D0%B4%D0%B5-%D1%82%D0%BE"
"Горец 2",1991,"Парадиз"," http://www.tvzavr.ru/Gorets-2-Ozhivlenie ","http://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B5%D1%86_2"
"Горец 3",1994,"Парадиз"," http://www.tvzavr.ru/Gorets-3-Poslednee-izmerenie ","http://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B5%D1%86_3:_%D0%9F%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B5%D0%B5_%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D0%B5"
"Горец 5",2007,"Парадиз"," http://www.tvzavr.ru/Gorets-Istochnik ","http://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B5%D1%86:_%D0%98%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA"
"Двое это слишком",1995,"Парадиз"," http://www.tvzavr.ru/Dvoe-eto-slishkom ","http://ru.wikipedia.org/wiki/%D0%94%D0%B2%D0%BE%D0%B5_%E2%80%94_%D1%8D%D1%82%D0%BE_%D1%81%D0%BB%D0%B8%D1%88%D0%BA%D0%BE%D0%BC"
"Девушка моего лучшего друга",2008,"Парадиз"," http://www.tvzavr.ru/Devushka-moego-luchshego-druga ","http://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B0_%D0%BC%D0%BE%D0%B5%D0%B3%D0%BE_%D0%BB%D1%83%D1%87%D1%88%D0%B5%D0%B3%D0%BE_%D0%B4%D1%80%D1%83%D0%B3%D0%B0"
"Деньги на двоих",2005,"Парадиз"," http://www.tvzavr.ru/Dengi-na-dvoikh ","http://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BD%D1%8C%D0%B3%D0%B8_%D0%BD%D0%B0_%D0%B4%D0%B2%D0%BE%D0%B8%D1%85"
"Дети Хуанг Ши",2008,"Парадиз"," http://www.tvzavr.ru/Deti-Khuang-Shi ","нет"
"Добро пожаловать к Райли",2010,"Парадиз"," http://www.tvzavr.ru/Dobro-pozhalovat-k-Raili ","http://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B1%D1%80%D0%BE_%D0%BF%D0%BE%D0%B6%D0%B0%D0%BB%D0%BE%D0%B2%D0%B0%D1%82%D1%8C_%D0%BA_%D0%A0%D0%B0%D0%B9%D0%BB%D0%B8"
"Дом на Турецкой улице",2002,"Парадиз"," http://www.tvzavr.ru/Dom-na-Turetskoi-ulitse ","http://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%BD%D0%B0_%D0%A2%D1%83%D1%80%D0%B5%D1%86%D0%BA%D0%BE%D0%B9_%D1%83%D0%BB%D0%B8%D1%86%D0%B5"
"Дорогой Джон",2010,"Парадиз"," http://www.tvzavr.ru/Dorogoi-Dzhon ","http://ru.wikipedia.org/wiki/%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%BE%D0%B9_%D0%94%D0%B6%D0%BE%D0%BD"
"Жизнь Дэвида Гейла",2003,"Парадиз"," http://www.tvzavr.ru/Zaberi-moyu-dushu ","http://ru.wikipedia.org/wiki/%D0%96%D0%B8%D0%B7%D0%BD%D1%8C_%D0%94%D1%8D%D0%B2%D0%B8%D0%B4%D0%B0_%D0%93%D0%B5%D0%B9%D0%BB%D0%B0"
"Забери мою душу 3 d",2010,"Парадиз"," http://www.tvzavr.ru/Zaberi-moyu-dushu-3D ","http://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B1%D0%B5%D1%80%D0%B8_%D0%BC%D0%BE%D1%8E_%D0%B4%D1%83%D1%88%D1%83"
"Законы привлекательности",2004,"Парадиз"," http://www.tvzavr.ru/Zakony-privlekatelnosti ","http://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BD%D1%8B_%D0%BF%D1%80%D0%B8%D0%B2%D0%BB%D0%B5%D0%BA%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8"
"Залечь на дно в Брюгге",2007,"Парадиз"," http://www.tvzavr.ru/Zalech-na-dno-v-Bryugge ","http://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BB%D0%B5%D1%87%D1%8C_%D0%BD%D0%B0_%D0%B4%D0%BD%D0%BE_%D0%B2_%D0%91%D1%80%D1%8E%D0%B3%D0%B3%D0%B5"
"Замёрзшая в Маями",2008,"Парадиз"," http://www.tvzavr.ru/Zamerzshaya-iz-Maiami ","http://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BC%D1%91%D1%80%D0%B7%D1%88%D0%B0%D1%8F_%D0%B8%D0%B7_%D0%9C%D0%B0%D0%B9%D0%B0%D0%BC%D0%B8"
"Знамение",2009,"Парадиз"," http://www.tvzavr.ru/Znamenie ","http://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D0%B8%D0%B5_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"К-19",2002,"Парадиз"," http://www.tvzavr.ru/K-19 ","http://ru.wikipedia.org/wiki/%D0%9A-19_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Книга Илая",2009,"Парадиз"," http://www.tvzavr.ru/Kniga-Ilaya ","http://ru.wikipedia.org/wiki/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0_%D0%98%D0%BB%D0%B0%D1%8F"
"Корсиканец",2004,"Парадиз"," http://www.tvzavr.ru/Korsikanets ","http://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D1%81%D0%B8%D0%BA%D0%B0%D0%BD%D0%B5%D1%86"
"Крысиные бега",2001,"Парадиз"," http://www.tvzavr.ru/Krysinye-bega ","http://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%8B%D1%81%D0%B8%D0%BD%D1%8B%D0%B5_%D0%B1%D0%B5%D0%B3%D0%B0"
"Легкое поведение",2008,"Парадиз"," http://www.tvzavr.ru/Legkoe-povedenie ","http://ru.wikipedia.org/wiki/%D0%9B%D1%91%D0%B3%D0%BA%D0%BE%D0%B5_%D0%BF%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008%29"
"Ложное искушение",2006,"Парадиз"," http://www.tvzavr.ru/Lozhnoe-iskushenie ","http://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B6%D0%BD%D0%BE%D0%B5_%D0%B8%D1%81%D0%BA%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D0%B5"
"Любит-не любит",2009,"Парадиз"," http://www.tvzavr.ru/Lyubit-ne-lyubit ","http://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%B8%D1%82_%E2%80%94_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%B8%D1%82"
"Любовный менеджмент ",2008,"Парадиз"," http://www.tvzavr.ru/Lyubovnyi-menedzhment ","http://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%BE%D0%B2%D0%BD%D1%8B%D0%B9_%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82"
"Медовый месяц Камиллы",2008,"Парадиз"," http://www.tvzavr.ru/Medovyi-mesyats-Kamilly ","http://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BC%D0%B5%D1%81%D1%8F%D1%86_%D0%9A%D0%B0%D0%BC%D0%B8%D0%BB%D0%BB%D1%8B"
"Мемуары гейши",2005,"Парадиз"," http://www.tvzavr.ru/Memuary-geishi ","http://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BC%D1%83%D0%B0%D1%80%D1%8B_%D0%B3%D0%B5%D0%B9%D1%88%D0%B8_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Месть Пушистых",2010,"Парадиз"," http://www.tvzavr.ru/Mest-pushistykh ","http://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D1%82%D1%8C_%D0%BF%D1%83%D1%88%D0%B8%D1%81%D1%82%D1%8B%D1%85"
"Миля лунного света",2002,"Парадиз"," http://www.tvzavr.ru/Milya-lunnogo-sveta ","нет"
"Миссис Хендерсон представляет",2005,"Парадиз"," http://www.tvzavr.ru/Missis-Khenderson-predstavlyaet ","http://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%81%D1%81%D0%B8%D1%81_%D0%A5%D0%B5%D0%BD%D0%B4%D0%B5%D1%80%D1%81%D0%BE%D0%BD_%D0%BF%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BB%D1%8F%D0%B5%D1%82"
"Мой лучший любовник",2005,"Парадиз"," http://www.tvzavr.ru/Moi-luchshii-lyubovnik ","http://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B9_%D0%BB%D1%83%D1%87%D1%88%D0%B8%D0%B9_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA"
"Набережная Орфевр, 36",2004,"Парадиз"," http://www.tvzavr.ru/Naberezhnaya-Orfevr-36 ","http://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B1%D0%B5%D1%80%D0%B5%D0%B6%D0%BD%D0%B0%D1%8F_%D0%9E%D1%80%D1%84%D0%B5%D0%B2%D1%80,_36"
"Неадекватные  люди",2010,"Парадиз"," http://www.tvzavr.ru/Neadekvatnye-lyudi ","http://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B0%D0%B4%D0%B5%D0%BA%D0%B2%D0%B0%D1%82%D0%BD%D1%8B%D0%B5_%D0%BB%D1%8E%D0%B4%D0%B8"
"Небесный капитан или Мир будущего",2004,"Парадиз"," http://www.tvzavr.ru/Nebesnyi-kapitan-i-mir-buduschego ","http://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B1%D0%B5%D1%81%D0%BD%D1%8B%D0%B9_%D0%9A%D0%B0%D0%BF%D0%B8%D1%82%D0%B0%D0%BD_%D0%B8_%D0%BC%D0%B8%D1%80_%D0%B1%D1%83%D0%B4%D1%83%D1%89%D0%B5%D0%B3%D0%BE"
"Незаконченная жизнь",2005,"Парадиз"," http://www.tvzavr.ru/Nezakonchennaya-zhizn ","http://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D1%87%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B6%D0%B8%D0%B7%D0%BD%D1%8C"
"Новые приключения Алёнушки и Ерёмы",2009,"Парадиз"," http://www.tvzavr.ru/Novye-priklyucheniya-Alenushki-i-Eremy ","http://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B5_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_%D0%90%D0%BB%D1%91%D0%BD%D1%83%D1%88%D0%BA%D0%B8_%D0%B8_%D0%95%D1%80%D1%91%D0%BC%D1%8B"
"Обитель зла",2002,"Парадиз"," http://www.tvzavr.ru/Obitel-zla ","http://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%D0%B7%D0%BB%D0%B0"
"Обман",2007,"Парадиз"," http://www.tvzavr.ru/Obman ","нет"
"Она - мужчина",2006,"Парадиз"," http://www.tvzavr.ru/Ona-muzhchina ","http://ru.wikipedia.org/wiki/%D0%9E%D0%BD%D0%B0_-_%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD%D0%B0"
"Опасный Бангкок",2008,"Парадиз"," http://www.tvzavr.ru/Opasnyi-Bangkok ","http://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B0%D1%81%D0%BD%D1%8B%D0%B9_%D0%91%D0%B0%D0%BD%D0%B3%D0%BA%D0%BE%D0%BA_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2008%29"
"Орел девятого Легиона",2010,"Парадиз"," http://www.tvzavr.ru/Orel-Devyatogo-legiona ","http://ru.wikipedia.org/wiki/%D0%9E%D1%80%D1%91%D0%BB_%D0%94%D0%B5%D0%B2%D1%8F%D1%82%D0%BE%D0%B3%D0%BE_%D0%BB%D0%B5%D0%B3%D0%B8%D0%BE%D0%BD%D0%B0_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Основной инстинкт 2",2006,"Парадиз"," http://www.tvzavr.ru/Osnovnoi-instinkt-2-Zhazhda-riska ","http://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%BD%D0%BE%D0%B2%D0%BD%D0%BE%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D0%BD%D0%BA%D1%82_2"
"Письма к Джульетте",2010,"Парадиз"," http://www.tvzavr.ru/Pisma-k-Dzhulette ","http://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%81%D1%8C%D0%BC%D0%B0_%D0%BA_%D0%94%D0%B6%D1%83%D0%BB%D1%8C%D0%B5%D1%82%D1%82%D0%B5"
"Планета Ка-Пэкс",2001,"Парадиз"," http://www.tvzavr.ru/Planeta-Ka-Peks ","http://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0_%D0%9A%D0%B0-%D0%9F%D1%8D%D0%BA%D1%81"
"Помни меня",2010,"Парадиз"," http://www.tvzavr.ru/Pomni-menya ","http://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BC%D0%BD%D0%B8_%D0%BC%D0%B5%D0%BD%D1%8F"
"Последние желания",2001,"Парадиз"," http://www.tvzavr.ru/Poslednie-zhelaniya ","http://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B8%D0%B5_%D0%B6%D0%B5%D0%BB%D0%B0%D0%BD%D0%B8%D1%8F_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2001%29"
"Правила боя",2000,"Парадиз"," http://www.tvzavr.ru/Pravila-boya ","http://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D0%B0_%D0%B1%D0%BE%D1%8F_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Праздник любви",2007,"Парадиз"," http://www.tvzavr.ru/Prazdnik-lyubvi ","нет"
"Предчувствие",2007,"Парадиз"," http://www.tvzavr.ru/Predchuvstvie ","http://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D0%B4%D1%87%D1%83%D0%B2%D1%81%D1%82%D0%B2%D0%B8%D0%B5_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007%29"
"Приключения Алёнушки и Ерёмы",2008,"Парадиз"," http://www.tvzavr.ru/Priklyucheniya-Alenushki-i-Eremy ","http://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_%D0%90%D0%BB%D1%91%D0%BD%D1%83%D1%88%D0%BA%D0%B8_%D0%B8_%D0%95%D1%80%D1%91%D0%BC%D1%8B"
"Проклятая ",2009,"Парадиз"," http://www.tvzavr.ru/Proklyataya ","нет"
"Психушка (Asylum)",2008,"Парадиз"," http://www.tvzavr.ru/Psikhushka ","http://ru.wikipedia.org/wiki/%D0%9F%D1%81%D0%B8%D1%85%D1%83%D1%88%D0%BA%D0%B0_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Реальные девчонки",2006,"Парадиз"," http://www.tvzavr.ru/Realnye-devchonki ","http://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%B4%D0%B5%D0%B2%D1%87%D0%BE%D0%BD%D0%BA%D0%B8_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Револьвер",2005,"Парадиз"," http://www.tvzavr.ru/Revolver ","http://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8C%D0%B2%D0%B5%D1%80_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"РЭД",2010,"Парадиз"," http://www.tvzavr.ru/RED ","http://ru.wikipedia.org/wiki/%D0%A0%D0%AD%D0%94"
"Сити Айленд",2009,"Парадиз"," http://www.tvzavr.ru/Siti-Ailend ","нет"
"Список контактов",2008,"Парадиз"," http://www.tvzavr.ru/Spisok-kontaktov ","http://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%BE%D0%B2_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"СуперМакГрубер ",2010,"Парадиз"," http://www.tvzavr.ru/SuperMakGruber ","http://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%9C%D0%B0%D0%BA%D0%93%D1%80%D1%83%D0%B1%D0%B5%D1%80"
"Сыщик",2007,"Парадиз"," http://www.tvzavr.ru/Syschik ","http://ru.wikipedia.org/wiki/%D0%A1%D1%8B%D1%89%D0%B8%D0%BA_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2007%29"
"Так она нашла меня",2007,"Парадиз"," http://www.tvzavr.ru/Tak-ona-nashla-menya ","нет"
"Тихий американец",2001,"Парадиз"," http://www.tvzavr.ru/Tikhii-amerikanets ","http://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D1%85%D0%B8%D0%B9_%D0%B0%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D0%B5%D1%86_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_2002%29"
"Траффик",2000,"Парадиз"," http://www.tvzavr.ru/Traffik ","http://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D1%84%D1%84%D0%B8%D0%BA_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Уличные танцы ",2010,"Парадиз"," http://www.tvzavr.ru/Ulichnye-tantsy ","http://ru.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B5_%D1%82%D0%B0%D0%BD%D1%86%D1%8B"
"Фаренгейт 9/11",2004,"Парадиз"," http://www.tvzavr.ru/Farengeit-911 ","http://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D1%80%D0%B5%D0%BD%D0%B3%D0%B5%D0%B9%D1%82_9/11"
"Харви Милк",2008,"Парадиз"," http://www.tvzavr.ru/Kharvi-Milk ","http://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D1%80%D0%B2%D0%B8_%D0%9C%D0%B8%D0%BB%D0%BA_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Хорошая женщина",2004,"Парадиз"," http://www.tvzavr.ru/Khoroshaya-zhenschina ","http://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D1%80%D0%BE%D1%88%D0%B0%D1%8F_%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Хуже не бывает",2002,"Парадиз"," http://www.tvzavr.ru/Khuzhe-ne-byvaet ","http://ru.wikipedia.org/wiki/%D0%A5%D1%83%D0%B6%D0%B5_%D0%BD%D0%B5_%D0%B1%D1%8B%D0%B2%D0%B0%D0%B5%D1%82"
"Человек года",2006,"Парадиз"," http://www.tvzavr.ru/Chelovek-goda ","http://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA_%D0%B3%D0%BE%D0%B4%D0%B0_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Шлёпни её она француженка",2002,"Парадиз"," http://www.tvzavr.ru/Shlepni-ee-ona-frantsuzhenka ","http://ru.wikipedia.org/wiki/%D0%A8%D0%BB%D1%91%D0%BF%D0%BD%D0%B8_%D0%B5%D1%91,_%D0%BE%D0%BD%D0%B0_%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B6%D0%B5%D0%BD%D0%BA%D0%B0"
"Шпион по соседству ",2009,"Парадиз"," http://www.tvzavr.ru/Shpion-po-sosedstvu ","http://ru.wikipedia.org/wiki/%D0%A8%D0%BF%D0%B8%D0%BE%D0%BD_%D0%BF%D0%BE_%D1%81%D0%BE%D1%81%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D1%83"
"Эскорт для дам",2007,"Парадиз"," http://www.tvzavr.ru/Eskort-dlya-dam ","нет"
"Яркая звезда",2009,"Парадиз"," http://www.tvzavr.ru/Yarkaya-zvezda ","http://ru.wikipedia.org/wiki/%D0%AF%D1%80%D0%BA%D0%B0%D1%8F_%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0"
"99 франков (99 francs)",2007,"ЦПШ"," http://www.tvzavr.ru/99-frankov ","http://ru.wikipedia.org/wiki/99_%D1%84%D1%80%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
"Агент 117 (OSS 117: Le Caire, nid d'espions)",2006,"ЦПШ"," http://www.tvzavr.ru/Agent-117-Shpionskoe-gnezdo ","http://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%B5%D0%BD%D1%82_117:_%D0%9A%D0%B0%D0%B8%D1%80_%E2%80%94_%D1%88%D0%BF%D0%B8%D0%BE%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_%D0%B3%D0%BD%D0%B5%D0%B7%D0%B4%D0%BE"
"АЛЬФА И ОМЕГА: КЛЫКАСТАЯ БРАТВА",2010,"ЦПШ"," http://www.tvzavr.ru/Alfa-i-Omega-Klykastaya-bratva ","http://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D1%84%D0%B0_%D0%B8_%D0%9E%D0%BC%D0%B5%D0%B3%D0%B0:_%D0%9A%D0%BB%D1%8B%D0%BA%D0%B0%D1%81%D1%82%D0%B0%D1%8F_%D0%B1%D1%80%D0%B0%D1%82%D0%B2%D0%B0"
"Антихрист (Antichrist)",2009,"ЦПШ"," http://www.tvzavr.ru/Antikhrist ","http://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D1%85%D1%80%D0%B8%D1%81%D1%82_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
